rep,k,n_lambda,mu,sigma,min_size,filename,maxima,maxvals,loc,scale,shape,gev_max
9,100,30,100,34,10,rep9_k100_lambda30_mu100,,,162.66479206049382,15.405301969746017,-0.22520522854355218,208.93852128325446
10,20,200,100,34,10,rep10_k20_lambda200_mu100,,,183.86482911998618,12.04804207223667,-0.20849546028656574,213.36000352677607
10,100,10000,100,34,10,rep10_k100_lambda10000_mu100,,,226.9417371393827,8.850669257455088,-0.14412366857106793,258.80793734489356
1,10,10000,20,6.8,10,rep1_k10_lambda10000_mu20,,,45.56922690268269,1.4320523136862466,0.39464425629112476,55.22250903256119
1,100,50,20,6.8,10,rep1_k100_lambda50_mu20,,,34.50261978351552,3.0400219154095685,-0.2970345990793451,42.39338260734226
2,20,2000,20,6.8,10,rep2_k20_lambda2000_mu20,,,44.180083207588574,2.306214648040993,-0.4274044562786619,48.246589598801556
3,3,30,20,6.8,10,rep3_k3_lambda30_mu20,,,35.27289342849343,0.3523068917175069,0.05777012758650533,35.91178289312411
3,20,2000,20,6.8,10,rep3_k20_lambda2000_mu20,,,42.53650605593419,1.2761841848138398,0.026696921980177545,47.349883643914644
4,10,30,20,6.8,10,rep4_k10_lambda30_mu20,,,33.366931981520395,3.066244820338177,-0.4603021341629675,37.983640909326425
4,30,10000,20,6.8,10,rep4_k30_lambda10000_mu20,,,45.64493060961138,1.745814481024211,-0.5133544824215827,48.51889867195462
5,20,2000,20,6.8,10,rep5_k20_lambda2000_mu20,,,41.90773024312978,1.8137566225162476,-0.2560102101923148,46.01372587355102
6,5,50,20,6.8,10,rep6_k5_lambda50_mu20,,,32.083236423262136,1.2292505793296857,0.6145636458428363,42.38044915320908
6,20,2000,20,6.8,10,rep6_k20_lambda2000_mu20,,,41.99139657311971,2.0646581738358747,-0.12893121655450507,47.77554623127266
7,3,200,20,6.8,10,rep7_k3_lambda200_mu20,,,38.38051381911998,1.592912849428942,-0.22107643503478064,40.435203381696674
7,20,2000,20,6.8,10,rep7_k20_lambda2000_mu20,,,42.476483721696034,1.7788281480562342,-0.12033089082507027,47.5350476384193
8,5,50,20,6.8,10,rep8_k5_lambda50_mu20,,,36.59256487761289,2.554764743281595,-0.2147428285231204,40.79766603990216
8,30,200,20,6.8,10,rep8_k30_lambda200_mu20,,,37.61509417088342,2.4247235640596756,-0.16812321586722592,44.48779569842657
9,10,200,20,6.8,10,rep9_k10_lambda200_mu20,,,38.02032619426307,1.4101657870543893,0.08428952910885343,42.741845797938865
9,30,10000,20,6.8,10,rep9_k30_lambda10000_mu20,,,45.70856291524013,2.0711326066500466,-0.12465023727129067,52.08628652725197
10,10,10000,20,6.8,10,rep10_k10_lambda10000_mu20,,,44.81941618195002,1.5906889369001687,-0.08120750399870445,48.818491941638186
10,100,50,20,6.8,10,rep10_k100_lambda50_mu20,,,34.57250868465535,3.263187686624441,-0.20517923498455135,44.815225848503935
1,10,10000,50,17,10,rep1_k10_lambda10000_mu50,,,113.03576603463071,3.457673177378962,-0.006983171554691594,122.8767716448011
1,100,50,50,17,10,rep1_k100_lambda50_mu50,,,85.78754272141457,6.797166410939814,-0.03187221008386041,118.11453387997588
2,20,50,50,17,10,rep2_k20_lambda50_mu50,,,83.85408746440388,9.462315126765887,-0.024487774488289954,116.01521674824119
2,100,2000,50,17,10,rep2_k100_lambda2000_mu50,,,105.15804621693363,4.57076107364968,-0.041368104832083946,126.33773420535861
3,30,30,50,17,10,rep3_k30_lambda30_mu50,,,78.2804828883254,8.50930070405378,-0.046034000129314044,108.93140134577493
4,5,2000,50,17,10,rep4_k5_lambda2000_mu50,,,102.80077452612008,3.2426497844503746,0.4062765909640572,117.89289283408577
4,30,30,50,17,10,rep4_k30_lambda30_mu50,,,79.6981808202821,7.128321150844582,0.10312268055053836,115.68816708065897
5,10,200,50,17,10,rep5_k10_lambda200_mu50,,,97.13174193671887,4.634468415569788,0.154280889424362,114.94271231186084
5,30,10000,50,17,10,rep5_k30_lambda10000_mu50,,,113.41982129945107,3.7688200376679215,0.13416670187210794,134.01046207204104
6,20,50,50,17,10,rep6_k20_lambda50_mu50,,,80.65506332456293,7.343098311264326,0.1358057041270783,115.86547382776747
6,100,2000,50,17,10,rep6_k100_lambda2000_mu50,,,104.8234984743982,3.8595030181679597,0.10450576978815351,131.96099165129584
7,20,2000,50,17,10,rep7_k20_lambda2000_mu50,,,104.8892682871634,3.7579602018139906,0.16297263113773136,124.05705309482829
8,10,30,50,17,10,rep8_k10_lambda30_mu50,,,80.1776756414871,8.282229731845117,0.08755347509266528,108.15639767962485
8,30,200,50,17,10,rep8_k30_lambda200_mu50,,,94.36364642125713,5.797632812162169,0.07355762756642545,121.6388085466515
9,10,200,50,17,10,rep9_k10_lambda200_mu50,,,92.34292052986815,3.454087330427812,0.05049209413051903,103.21880656392011
9,30,10000,50,17,10,rep9_k30_lambda10000_mu50,,,113.96141316086654,3.2009939893254202,0.013683627417402132,127.08542176100636
10,10,10000,50,17,10,rep10_k10_lambda10000_mu50,,,113.34787097038536,4.997039938598109,-0.023912935403294082,127.14025002453975
10,100,50,50,17,10,rep10_k100_lambda50_mu50,,,85.26882933228238,6.838410692540292,-0.13011148787649232,110.72648738272744
1,20,50,100,34,10,rep1_k20_lambda50_mu100,,,174.04515303201148,14.827206137265179,-0.016888349620624615,225.25210412563004
1,100,2000,100,34,10,rep1_k100_lambda2000_mu100,,,211.16623404655064,10.2408293199931,-0.06202551146040103,256.2068575564989
2,20,2000,100,34,10,rep2_k20_lambda2000_mu100,,,213.46018104865425,7.36059066240679,0.13956711231242822,249.034742331148
3,3,200,100,34,10,rep3_k3_lambda200_mu100,,,198.1768994084391,5.600609642566143,0.059225721338172485,208.33598481371322
3,30,30,100,34,10,rep3_k30_lambda30_mu100,,,161.38889497330655,15.365768602843191,-0.12464803646384269,208.74464999422312
4,5,50,100,34,10,rep4_k5_lambda50_mu100,,,168.63467591631013,15.702913008729258,0.36612889946702004,235.47822185929036
4,20,2000,100,34,10,rep4_k20_lambda2000_mu100,,,212.24780774156983,11.236738791249659,-0.07020138866681018,247.3089708460944
5,5,50,100,34,10,rep5_k5_lambda50_mu100,,,168.0757835939575,10.679947663798918,-0.3415168004371111,183.28396172386354
5,30,30,100,34,10,rep5_k30_lambda30_mu100,,,161.89940949867085,12.670607182244746,0.03997980437036226,217.0506788423526
6,10,30,100,34,10,rep6_k10_lambda30_mu100,,,170.13271805414854,20.859400708897205,-0.6002005666320552,197.0967917075134
6,30,200,100,34,10,rep6_k30_lambda200_mu100,,,186.1496854030989,10.835135945027751,0.10475294276471972,241.09463347063112
7,10,30,100,34,10,rep7_k10_lambda30_mu100,,,158.65404906896492,13.460294641496832,-0.16007876027228374,188.63322551386565
7,30,200,100,34,10,rep7_k30_lambda200_mu100,,,189.0192682228072,10.727090521431112,-0.360593849103487,210.99462224727773
8,10,30,100,34,10,rep8_k10_lambda30_mu100,,,172.15309576509497,15.86073337017829,-0.2809795534628881,201.97006960503273
8,30,200,100,34,10,rep8_k30_lambda200_mu100,,,190.64513257863695,10.714891659802895,-0.09935085209583712,225.29704977321387
9,10,30,100,34,10,rep9_k10_lambda30_mu100,,,162.26673344723915,10.484294167034614,-0.2830220769287913,181.95012070609073
9,30,200,100,34,10,rep9_k30_lambda200_mu100,,,187.29895675321978,14.37499678114428,-0.05252621994959752,238.50162401806466
10,10,10000,100,34,10,rep10_k10_lambda10000_mu100,,,226.7888168287559,4.862237916244098,0.06978083956378346,242.6961374823587
10,100,50,100,34,10,rep10_k100_lambda50_mu100,,,168.39683809804777,13.889926770264635,-0.04094938613764519,232.88839560936123
1,10,2000,20,6.8,10,rep1_k10_lambda2000_mu20,,,43.1478638879855,1.7371424285806538,-0.08042288051155674,47.53332780453847
1,100,30,20,6.8,10,rep1_k100_lambda30_mu20,,,32.43188967223434,2.5981431112654643,-0.09288056346066152,43.00712208041736
2,20,30,20,6.8,10,rep2_k20_lambda30_mu20,,,32.85004130704065,2.076628575656775,0.14052365854523136,42.91725165458538
2,100,200,20,6.8,10,rep2_k100_lambda200_mu20,,,37.489279282789475,2.1005644695756027,-0.20759649489526946,44.04364556835515
3,20,10000,20,6.8,10,rep3_k20_lambda10000_mu20,,,45.1973479692252,1.8673988502571317,0.06862262176553191,52.89530631120538
4,5,200,20,6.8,10,rep4_k5_lambda200_mu20,,,38.48926321620718,1.4540138164548815,0.07601117535367827,42.05416385087806
4,20,10000,20,6.8,10,rep4_k20_lambda10000_mu20,,,46.24506308689217,1.468247507262435,-0.09945953782615403,50.58016695554796
5,5,30,20,6.8,10,rep5_k5_lambda30_mu20,,,30.77153120421295,1.5941788814961655,-0.020471137844743012,34.154131190285575
5,30,50,20,6.8,10,rep5_k30_lambda50_mu20,,,35.10135498646727,3.0111895489279594,-0.33804295818600255,41.49041730119989
6,10,50,20,6.8,10,rep6_k10_lambda50_mu20,,,35.877449661985025,3.1439153257340267,-0.12137798245087804,43.31472669665627
6,30,2000,20,6.8,10,rep6_k30_lambda2000_mu20,,,42.822798874773696,2.3317400223137,-0.19642318945977194,49.0968507183234
7,10,2000,20,6.8,10,rep7_k10_lambda2000_mu20,,,42.090033370921574,1.1975204713484122,0.4355853847305228,51.15785179664941
7,100,30,20,6.8,10,rep7_k100_lambda30_mu20,,,32.63301252161995,3.5276533364231217,-0.19493325870507944,43.95105274478249
8,20,200,20,6.8,10,rep8_k20_lambda200_mu20,,,37.096480766422104,2.752823468560363,-0.1969034066249342,43.94878624418753
8,100,10000,20,6.8,10,rep8_k100_lambda10000_mu20,,,45.72521513894928,1.9732861240193194,-0.14617820026326822,52.79145011425647
9,30,50,20,6.8,10,rep9_k30_lambda50_mu20,,,33.54262096613624,3.446152321307068,-0.002927865805873329,47.169481217378625
10,5,10000,20,6.8,10,rep10_k5_lambda10000_mu20,,,45.88078203114634,0.5737138891309425,0.07296059548358529,47.27849221671811
10,30,50,20,6.8,10,rep10_k30_lambda50_mu20,,,34.51418580091781,3.311823321344029,-0.33065832915078625,41.6223526687355
1,5,10000,50,17,10,rep1_k5_lambda10000_mu50,,,112.66242927604904,4.810416026221314,-0.12851747130319177,121.47804393307406
1,30,50,50,17,10,rep1_k30_lambda50_mu50,,,85.68610687060067,6.686798103427156,-0.18288190358013476,104.12509354273195
2,5,10000,50,17,10,rep2_k5_lambda10000_mu50,,,112.34767060609306,4.098100565103117,0.11139453918436196,123.01940472473039
2,30,2000,50,17,10,rep2_k30_lambda2000_mu50,,,105.5240997732021,4.614867463019292,-0.03372431620161011,122.60593774686649
3,5,10000,50,17,10,rep3_k5_lambda10000_mu50,,,110.69784655394497,2.1083798895646884,0.3952072507390084,120.23696159186767
3,30,50,50,17,10,rep3_k30_lambda50_mu50,,,88.10674421966301,7.963993185759652,-0.47637923563043205,101.89822682382749
4,5,200,50,17,10,rep4_k5_lambda200_mu50,,,95.25175716315503,2.1429650288236353,0.11547786786763584,100.86165228574366
4,20,10000,50,17,10,rep4_k20_lambda10000_mu50,,,115.01380882482412,5.339992869021133,-0.15402272368584957,129.3321865221723
5,5,200,50,17,10,rep5_k5_lambda200_mu50,,,93.58892530210933,7.965551983736294,-0.9997301529629409,99.96237684942537
5,20,10000,50,17,10,rep5_k20_lambda10000_mu50,,,113.50758176000866,3.2236166319360384,0.1166881427217965,128.29849955836457
6,5,10000,50,17,10,rep6_k5_lambda10000_mu50,,,108.70735128247024,1.8533426019000712,0.1375801153987356,113.72149105758062
6,30,50,50,17,10,rep6_k30_lambda50_mu50,,,86.78975008428857,4.803935250918654,-0.27003598205102525,98.16477791797963
7,5,10000,50,17,10,rep7_k5_lambda10000_mu50,,,113.83789647221631,0.7708781128077846,-0.08303465345665904,115.33717378031355
7,30,50,50,17,10,rep7_k30_lambda50_mu50,,,86.44154704551003,7.8881574615801,-0.4671303681830684,100.28346954439839
8,10,50,50,17,10,rep8_k10_lambda50_mu50,,,86.43844426491151,6.912286565593243,-0.03844206792764111,105.12379114180133
8,30,2000,50,17,10,rep8_k30_lambda2000_mu50,,,106.8960950842681,4.087436818979689,-0.042061112616296185,121.71928635092189
9,10,50,50,17,10,rep9_k10_lambda50_mu50,,,85.57297723468,3.035610254642982,0.8511620824735087,218.53140663826375
9,30,2000,50,17,10,rep9_k30_lambda2000_mu50,,,105.9024618298217,4.075433819020039,0.1142443258675507,127.0860129199524
10,10,50,50,17,10,rep10_k10_lambda50_mu50,,,89.4471949465451,7.819561998438171,-0.40027613282740976,102.09810275241779
10,30,2000,50,17,10,rep10_k30_lambda2000_mu50,,,104.28313625014708,4.1008993839641015,0.08776727280030772,124.23126629085962
1,10,50,100,34,10,rep1_k10_lambda50_mu100,,,167.54024751705703,14.809416884600086,-0.18219402450042257,199.5052678400532
1,30,2000,100,34,10,rep1_k30_lambda2000_mu100,,,213.49960306655038,10.821631449170486,-0.11302022363618931,247.56835500414925
2,10,50,100,34,10,rep2_k10_lambda50_mu100,,,165.90667730157202,8.15832222517439,0.38747211032952467,220.61816810804112
2,30,2000,100,34,10,rep2_k30_lambda2000_mu100,,,211.79073368608576,8.363326450041415,-0.1530402947099479,236.17057091674593
3,20,30,100,34,10,rep3_k20_lambda30_mu100,,,161.75446093550764,13.995946897201508,0.05617068910524327,217.94553299567966
3,100,200,100,34,10,rep3_k100_lambda200_mu100,,,186.81257705448243,11.407533910564819,-0.2050085337698015,222.59302957305792
4,20,200,100,34,10,rep4_k20_lambda200_mu100,,,185.46702625098246,7.8231684606639345,0.8147187445564439,693.9104702750237
4,100,10000,100,34,10,rep4_k100_lambda10000_mu100,,,228.86532275204235,9.320366744203344,-0.06391019063482367,269.67193327072783
5,20,200,100,34,10,rep5_k20_lambda200_mu100,,,185.37720145184545,8.89933684483657,-0.2362205117564066,206.16793915193693
5,100,10000,100,34,10,rep5_k100_lambda10000_mu100,,,227.45113605555423,8.721068516448177,-0.0035880226768214827,272.1979854278885
6,20,10000,100,34,10,rep6_k20_lambda10000_mu100,,,230.32017352641472,8.978118859817183,-0.32331034240119993,248.67047361522907
7,5,30,100,34,10,rep7_k5_lambda30_mu100,,,162.0548342197233,15.70342798648049,-0.2755314829843433,186.07675967244228
7,20,200,100,34,10,rep7_k20_lambda200_mu100,,,188.1038560146857,10.87624797162636,-0.04384329328711658,223.76098659491672
7,100,10000,100,34,10,rep7_k100_lambda10000_mu100,,,228.578236464844,7.7624547099828565,-0.05860427173297704,262.9788019174507
8,20,200,100,34,10,rep8_k20_lambda200_mu100,,,180.55768358555736,11.346822657824163,0.13466155803458188,234.87951401615328
8,100,10000,100,34,10,rep8_k100_lambda10000_mu100,,,227.24084289428507,8.469004602506578,-0.15895339808015674,256.68359322547917
9,20,30,100,34,10,rep9_k20_lambda30_mu100,,,164.3459454707542,11.906455045885606,-0.1894920467261412,194.40035292756633
9,100,200,100,34,10,rep9_k100_lambda200_mu100,,,187.60299405204236,12.191532516756517,-0.038464736492821894,244.5754961966942
10,20,10000,100,34,10,rep10_k20_lambda10000_mu100,,,224.51585945383783,8.105530727761288,-0.18259627283879812,245.21901039450708
1,20,50,20,6.8,10,rep1_k20_lambda50_mu20,,,35.02614661991729,2.84600616083484,-0.34056817514882876,40.69059251629669
1,100,2000,20,6.8,10,rep1_k100_lambda2000_mu20,,,42.56774017850491,1.8694329662144744,-0.11076880686330638,49.84841378761246
2,30,30,20,6.8,10,rep2_k30_lambda30_mu20,,,32.85645829802561,3.339073086636926,-0.3734448245277058,39.569713920020334
3,5,50,20,6.8,10,rep3_k5_lambda50_mu20,,,33.032382694904356,3.692416427753547,0.12898489044356187,42.9398688561385
3,30,30,20,6.8,10,rep3_k30_lambda30_mu20,,,32.709667084771624,2.6758567209893056,-0.1281905672906807,40.88182719021273
4,10,200,20,6.8,10,rep4_k10_lambda200_mu20,,,37.30058066513034,1.671903145603575,-0.4007254654338896,40.00168094897856
4,100,50,20,6.8,10,rep4_k100_lambda50_mu20,,,34.60475326716992,2.9689613273825404,-0.3227144340029169,41.94433474880469
5,30,30,20,6.8,10,rep5_k30_lambda30_mu20,,,33.54483793265335,2.664465127227522,-0.08264524071655611,42.45298686448743
6,5,2000,20,6.8,10,rep6_k5_lambda2000_mu20,,,42.08816711788405,1.9333824805620805,0.4357674267514052,51.7304078051434
6,30,30,20,6.8,10,rep6_k30_lambda30_mu20,,,33.03280089647681,2.803985096605461,-0.013145215967653029,43.86271840462591
7,5,50,20,6.8,10,rep7_k5_lambda50_mu20,,,34.98587255019824,1.5044098860738295,0.41327888030397814,42.129469889661245
7,30,30,20,6.8,10,rep7_k30_lambda30_mu20,,,33.023874999504294,2.4355563428830065,-0.27589775141795003,38.74329352214884
8,10,30,20,6.8,10,rep8_k10_lambda30_mu20,,,31.860748808571874,3.0674229287275887,-0.6732593085461168,35.541108490325854
8,30,10000,20,6.8,10,rep8_k30_lambda10000_mu20,,,44.91750493618417,1.5790015400104134,0.0575556010711529,52.08884383979371
9,10,10000,20,6.8,10,rep9_k10_lambda10000_mu20,,,44.73544185313061,0.9420618912495744,0.5891050224229164,56.457837682544806
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,,,33.75773984195871,3.0873875542005655,-0.11189932521347322,45.74981396794621
10,20,50,20,6.8,10,rep10_k20_lambda50_mu20,,,34.00584319722424,2.8207917446714066,-0.23580321558682601,40.6003738370031
10,100,2000,20,6.8,10,rep10_k100_lambda2000_mu20,,,42.706555781953725,1.9224231904184126,-0.11970220069139621,50.03344240430315
1,20,50,50,17,10,rep1_k20_lambda50_mu50,,,83.62255511852064,6.801853776626032,-0.159773185686191,101.68910673897022
1,100,2000,50,17,10,rep1_k100_lambda2000_mu50,,,107.07378766284391,5.2185294849259005,-0.13906728467115195,126.06328174606001
2,20,2000,50,17,10,rep2_k20_lambda2000_mu50,,,106.01532192589532,5.009713040612387,-0.29751897005473743,116.63998860347036
3,5,50,50,17,10,rep3_k5_lambda50_mu50,,,79.92580340674232,5.613488942712327,0.01344219126719575,92.43417404549628
3,30,200,50,17,10,rep3_k30_lambda200_mu50,,,92.94445926103016,5.3145976840910825,-0.006168089286650942,113.77797164207615
4,10,30,50,17,10,rep4_k10_lambda30_mu50,,,72.83266094865476,6.1771608794338775,0.3196895878791304,107.11694637915706
4,30,200,50,17,10,rep4_k30_lambda200_mu50,,,93.19828198907923,4.886251440238411,0.02957775994116046,113.98792617244922
5,10,10000,50,17,10,rep5_k10_lambda10000_mu50,,,114.9372990672631,2.474027979470847,0.40054152294893536,131.98007620639754
5,100,50,50,17,10,rep5_k100_lambda50_mu50,,,86.27318700814783,7.9794745785621375,-0.1308816438375212,115.85105287016015
6,20,2000,50,17,10,rep6_k20_lambda2000_mu50,,,105.12765589807368,5.283107312174287,-0.17621223126122249,118.74807248833653
7,5,2000,50,17,10,rep7_k5_lambda2000_mu50,,,104.88801951221977,4.628270660106178,0.5808281433223097,140.81357478485765
7,30,30,50,17,10,rep7_k30_lambda30_mu50,,,83.2041740127997,8.754216547618562,-0.0883147243045712,112.16825194056256
8,10,200,50,17,10,rep8_k10_lambda200_mu50,,,96.19171883533453,6.63264474932353,-0.052753924678493436,113.67047467188333
8,30,10000,50,17,10,rep8_k30_lambda10000_mu50,,,111.31564057041919,3.9461210614153495,-0.18497482538059049,122.17098914266539
9,10,10000,50,17,10,rep9_k10_lambda10000_mu50,,,112.31005159840464,1.2447315600307058,0.470221522263453,122.79920840279763
9,100,50,50,17,10,rep9_k100_lambda50_mu50,,,85.42734688125488,7.409023026921086,-0.2558530177455523,106.31012552746138
10,20,50,50,17,10,rep10_k20_lambda50_mu50,,,85.01432418786528,6.6819648697487315,-0.20621737431742887,101.39885760393419
10,100,2000,50,17,10,rep10_k100_lambda2000_mu50,,,106.58535189642075,4.745090065739669,-0.12243648370012283,124.55536621500262
1,20,2000,100,34,10,rep1_k20_lambda2000_mu100,,,214.537507610368,8.618516164147902,-0.4277850314977732,229.72837263169367
2,5,2000,100,34,10,rep2_k5_lambda2000_mu100,,,205.39572848023772,3.306436766917731,0.3846976614610618,220.17178833145476
2,30,30,100,34,10,rep2_k30_lambda30_mu100,,,158.62503061067596,13.151939740892617,0.03489026105720684,215.09760677167324
3,10,30,100,34,10,rep3_k10_lambda30_mu100,,,167.79218034119828,16.154791892548417,-0.2565729154600647,199.20996875463527
3,30,200,100,34,10,rep3_k30_lambda200_mu100,,,188.35047815757272,10.426028307903207,0.09706811452576981,240.18935456894658
4,5,2000,100,34,10,rep4_k5_lambda2000_mu100,,,215.56190941074985,9.712616128584441,-0.5436230533339295,226.81149210195161
4,30,30,100,34,10,rep4_k30_lambda30_mu100,,,161.07240434599953,15.366585256730215,-0.08844903877507967,211.86084947767978
5,5,2000,100,34,10,rep5_k5_lambda2000_mu100,,,208.7331204843781,7.873475994475806,-0.19743930608119414,221.93448378276705
5,30,200,100,34,10,rep5_k30_lambda200_mu100,,,188.86714270001133,11.667844307168693,0.04734493631896021,240.38092532845022
6,10,200,100,34,10,rep6_k10_lambda200_mu100,,,192.7055234597362,11.03174582236704,-0.4333979215939951,209.85192333074573
6,30,10000,100,34,10,rep6_k30_lambda10000_mu100,,,227.18013007222032,8.70521927763691,0.03760614086501019,264.8816355407525
7,10,200,100,34,10,rep7_k10_lambda200_mu100,,,182.85966511621393,11.147648936625405,-0.14379659261197672,208.33640533114098
7,30,10000,100,34,10,rep7_k30_lambda10000_mu100,,,227.17443700100029,5.531190722365169,0.14262620788452102,258.00530932423914
8,10,200,100,34,10,rep8_k10_lambda200_mu100,,,188.4710428439086,7.762636990049587,0.1896098216278477,220.45867992333638
8,30,10000,100,34,10,rep8_k30_lambda10000_mu100,,,221.56684135634902,7.002807969515737,0.08031061910277985,255.04153555104196
9,10,200,100,34,10,rep9_k10_lambda200_mu100,,,183.86212625200204,6.240923920905393,0.17052825444546799,208.7353933329959
9,30,10000,100,34,10,rep9_k30_lambda10000_mu100,,,225.64290549080462,7.125212415046897,-0.004354720959415886,253.7127644754055
10,20,50,100,34,10,rep10_k20_lambda50_mu100,,,172.09110973646108,11.185944044024142,-0.420452531955426,192.00393169713965
